Site,Design type,Date,CHNF,CHNJ,BASS,SASQ,MYKISS,STB,DSM,ISS,Shade,EmergVegDensity,EmergWMDensity,TerrVeg,TerrWM,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15,TempF,MidChannelTempF,DiffF
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2,4.2,6.8,R,R,R,0.25,0.86,1.24,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.7,3.9,7.1,R,R,R,0.28,0.47,0.91,48.5,48.3,0.200000000000003
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.4,4.9,7.3,R,R,R,0.49,0.8,0.88,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.4,4.2,6.6,R,R,R,0.73,0.91,1.11,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.7,4.6,7.1,R,R,R,0.88,0.75,0.87,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.2,4.2,6.8,R,R,R,0.51,0.88,0.86,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.2,4.4,6.7,R,M,M,0.46,0.62,0.86,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.9,4.3,6.4,R,M,R,0.31,0.79,0.95,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.7,3.7,5.6,R,R,R,0.24,0.61,0.86,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.1,4.2,6.1,R,R,R,0.4,0.63,1.03,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.8,3.2,5.6,R,R,R,0.55,0.92,0.97,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.3,3.8,6.5,R,R,R,0.34,0.58,0.98,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.4,0,1.4,3.6,5.8,R,R,M,0.3,1.06,1.19,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.5,3.7,7.3,R,R,M,0.5,1.04,1.09,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,None,0.4,0,1.4,4.1,7,R,R,R,0.48,0.69,1.31,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.4,0,1.7,4.1,6.3,R,R,R,0.67,1.07,1.08,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.1,4.2,6.8,R,R,R,0.27,0.56,1,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,2,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.8,4.4,6.7,R,R,M,0.15,0.83,1.05,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,1,0,0,0,0,0,0,Absent,None,None,0.3,0,1.7,4.3,6.4,R,R,M,0.6,0.78,1.14,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2,4.6,6.5,R,R,M,0.58,0.89,0.95,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.3,4.5,6.3,R,R,M,1.01,1.09,1.59,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.7,4,6.9,R,R,R,0.71,1.12,1.44,48.2,48.3,-0.099999999999994
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2,4.5,6.2,R,M,R,0.35,0.79,0.82,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.4,0,2.6,4.3,6.7,R,R,M,0.74,0.85,1.32,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2,4,6.3,R,R,R,0.3,0.7,0.72,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2,4.1,7.4,R,R,R,0.33,0.44,0.76,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.6,2.1,7.2,R,R,R,0.54,0.81,1.26,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,None,0.4,0,0.9,3.8,7.2,M,R,R,0.19,0.64,0.73,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,0.8,3.8,6.8,M,M,M,0.26,0.53,1.06,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.9,5.3,6.5,M,R,R,0.5,0.77,0.96,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,1.6,5,5.9,M,M,M,0.31,0.97,0.92,48.3,48.3,0
85.6L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0,2.2,5.5,6.1,M,R,M,0.66,0.93,0.93,48.3,48.3,0
85.6R,NoBench,1/25/20013,0,1,0,0,0,0,0,0,Absent,None,Low,0.4,0.15,2.3,4.7,8,R,R,R,0.36,1.09,1.37,48.3,48.3,0
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2.6,4.7,6.9,R,R,R,0.47,0.74,1.07,48.3,48.3,0
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2,5.6,8.2,R,R,R,0.02,0.37,0.89,48.3,48.3,0
85.6R,NoBench,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,Very Low ,0.4,0.1,2.4,4,5.9,R,R,R,0.02,0.41,1,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,2,0,0,0,0,Absent,None,None,0.4,0,3.5,5.9,6.9,R,R,R,0.11,0.29,1,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,None,0.4,0.1,2.5,5.9,6.7,R,R,R,0.15,0.64,1.2,48.3,48.3,0
85.6R,NoBench,1/25/20013,0,0,0,6,0,0,0,0,Absent,None,Very Low ,0.4,0.1,2.3,5,5.8,R,R,R,0.47,0.79,1.15,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,3,0,0,0,0,Absent,None,Very Low ,0.5,0.15,2.1,5.2,5.5,R,R,R,0.18,0.43,0.56,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,None,0.5,0.15,1.5,4.2,7.5,R,R,R,0.08,0.4,0.98,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,6,0,0,0,0,Absent,None,Very Low ,0.5,0.15,2.6,3.6,5.6,R,R,R,0.03,0.46,0.9,48.3,48.3,0
85.6R,NoBench,1/25/20013,1,0,1,0,0,0,0,1,Absent,None,None,0.5,0.1,1.7,4.7,5.9,R,R,R,0.02,0.03,1.12,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,3,0,0,0,0,Absent,None,None,0.5,0.1,1.4,3.8,5.3,R,R,R,0.02,0.56,1.21,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,None,0.5,0.1,1.6,4.2,5.6,R,R,R,0.22,0.95,1.45,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,3,0,0,0,0,Absent,None,None,0.4,0.1,1.2,5.1,7.2,R,R,R,0.19,0.43,1.02,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,5,0,0,0,0,Absent,None,None,0.4,0.05,1.1,6.1,8.4,R,R,R,0.02,0.38,0.68,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.3,0.05,3,5.1,7.2,R,R,R,0.35,0.78,0.77,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.3,0.05,2.4,6,7.4,R,R,R,0.16,0.79,1.04,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.5,0.15,1.7,2.9,6.5,R,R,R,0.17,0.32,1.04,48.2,48.3,-0.099999999999994
85.6R,NoBench,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.5,0.2,0.6,4.1,6.2,R,M,R,0.27,0.32,1.23,48.2,48.3,-0.099999999999994
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Low,0.6,0,1.7,5,7.1,R,R,R,0.09,0.54,1.51,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,1,0,0,0,0,0,0,3,Absent,None,Low,0.6,0,1.6,4.1,6.8,M,R/M,R,0,0.26,0.44,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,Low,0.6,0,0.8,3.7,6.1,R,R,R,0,0.33,0.77,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.6,0,1.9,5.5,9.1,R/M,R,R,0.16,0.77,1.2,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.6,0,1.9,5.7,8.6,R,R,R,0.22,0.73,1.06,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High ,0.6,0,1.1,3.5,5.4,R,R,R,0.08,0.14,0.43,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.6,0,2.4,5.1,6.7,R,R,R,0.2,0.2,0.84,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High,0.5,0,1.3,5.1,8.2,R,R,R,0.08,0.25,0.97,48.4,48.3,0.100000000000001
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,2,Absent,None,None,0.5,0,1.9,3.8,5.5,R,R,R,0,0.13,0.42,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High,0.6,0,0.8,4.2,7.1,R,R,R,0.31,0.23,0.61,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.6,0,2.1,3.7,5.8,R,R,R,0.05,0.25,0.71,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.6,0.05,1.9,4.1,5.8,R,R,R,0.12,0.37,0.57,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.6,0,1.8,4.8,6.7,R,R,R,0.12,0.48,0.89,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,6,0,0,0,0,0,0,2,Absent,None,Very Low ,0.6,0,1.1,3.2,5.3,R,R,R,0.07,0.12,0.3,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High,0.6,0,0.8,4.5,5.9,R,R,R,0.22,0.29,0.72,48.6,48.3,0.300000000000004
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0,2.2,5.3,7.3,R/M,R,R,0.06,0.21,0.78,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Low,0.5,0,2.7,4.7,7.9,R,R/M,R/M,0,0.04,0.48,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.5,0,2,4.2,7.8,R,R,R,0,0.23,0.33,48.3,48.3,0
87.0L,Slope,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,Very Low ,0.5,0,1.8,4.5,6,R,R,R,0,0.18,0.67,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.5,0.05,2.3,3.4,5.7,R,R,R,0.04,0.06,0.2,48.7,48.3,0.400000000000006
87.0L,Slope,1/25/20013,5,0,0,0,0,0,0,0,Absent,None,High,0.6,0,1.8,3.9,5.9,R,R,R,0,0.2,0.41,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.5,0,0.7,4.4,7,R/M,R/M,R,0.02,0.32,0.45,48.7,48.3,0.400000000000006
87.0L,Slope,1/25/20013,2,0,0,0,0,0,0,1,Absent,None,Very Low ,0.5,0,1.7,4.9,8.2,M,M,R/M,0.22,0.56,0.7,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0,2.1,4.6,8.3,M,M,M,0.03,0.21,0.42,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Medium,0.5,0,0.6,4.5,8.1,M,M,M,0.14,0.24,0.36,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.5,0,1.9,3.3,7.5,R,M,M,0.02,0.03,0.41,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.5,0,2.4,4.6,8.1,M,M,M,0.01,0.06,0.13,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Low,0.5,0,2.2,4.9,7.5,M,M,R,0.01,0.2,0.2,48.3,48.3,0
87.0L,Slope,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,Low,0.5,0,1.9,4.5,8,M,M,M,0.01,0.02,0.23,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,7,Absent,None,Low,0.5,0,2.1,5.2,9.5,R,M,M,0.13,0.65,1.07,48.3,48.3,0
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.5,0,2.2,4.6,6.8,M,M,R,0.01,0.38,1.18,48.3,48.3,0
87.0L,Slope,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,High,0.5,0,0.9,3.9,6.1,M,M,M,0.31,0.47,0.53,48.5,48.3,0.200000000000003
87.0L,Slope,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.5,0,0.6,3.3,4.7,M,M,M,0.01,0.64,0.73,48.5,48.3,0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,None,0.1,0.05,2,4.7,4.4,R/M,R/M,R/M,0.51,0.67,0.96,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.4,2.3,5,R/M,R/M,R/M,0.21,0.61,0.79,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.5,2.1,4.9,R/M,R/M,R/M,0.17,0.51,0.82,47.3,47.6,-0.300000000000004
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low ,None,NA,NA,1.2,3.1,5,R/M,R/M,R/M,0.14,0.42,0.85,47.3,47.6,-0.300000000000004
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low ,None,NA,NA,1.5,3.3,6.2,R/M,R/M,R/M,0.05,0.28,0.63,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.6,3,6.1,R/M,R/M,R/M,-0.05,0.09,0.81,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,1,Absent,Very Low,None,NA,NA,1.5,3.2,5.4,R/M,R/M,R/M,0.09,0.7,0.8,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.9,3.7,5.6,R/M,R/M,R/M,0.68,1.13,1.24,47.1,47.6,-0.5
90.8L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.6,3,5.3,R/M,R/M,R/M,0.26,0.51,1.01,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.5,3,6.1,R/M,R/M,R/M,0.4,0.98,0.99,47.3,47.6,-0.300000000000004
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.6,3.2,5,R/M,R/M,R/M,0.28,1.09,0.64,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.4,3.1,5.2,R/M,R/M,R/M,0.38,0.99,1.12,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.4,3.4,4.9,R/M,R/M,R/M,0.17,1.1,1.05,47.3,47.6,-0.300000000000004
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.7,3.1,4.8,R/M,R/M,R/M,0.28,1.02,1.14,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.2,3,5.5,M,R/M,R/M,0.11,1.24,1.27,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,2,Absent,None,None,0.1,0.05,1.1,2.8,4.4,R/M,R/M,R/M,0.11,0.81,1.21,47.3,47.6,-0.300000000000004
90.8L,Unmitigated ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,None,0.1,0.1,1.1,2.7,4.1,R/M,R/M,R/M,0.32,0.78,0.94,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.2,2.8,4.8,R/M,R/M,R/M,0.42,0.86,1.07,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,1,0,0,0,Absent,Very Low,None,0.1,0.05,1.2,2.7,5.1,R/M,R/M,R/M,0.24,1.01,1.41,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2,3.4,5.7,R/M,R/M,R/M,0.43,0.73,1.07,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,1,0,0,1,Absent,Very Low,None,0.1,0.05,1.3,3,4.7,R/M,R/M,R/M,0.28,0.82,1.27,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.6,3.5,4.7,R/M,R/M,R/M,0.36,0.75,1.16,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,None,0.1,0.05,1.3,2.9,4.8,R/M,R/M,R/M,0.21,0.75,1.23,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,1,0,0,5,Absent,None,None,0.1,0.05,1.4,3.3,5.1,R/M,R/M,R/M,0.25,1.03,1.15,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,0.8,2.8,4.6,R/M,R/M,R/M,0.18,0.75,1.15,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.1,2.4,4.4,R/M,R/M,R/M,0.15,0.84,0.99,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,1,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.7,3,4.9,R/M,R/M,R/M,0.1,0.51,0.86,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,1,0,0,0,0,0,0,2,Absent,Very Low,None,0.1,0.1,1.8,3,5.4,R/M,R/M,R/M,0.15,0.28,1.04,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.3,3,4.8,R/M,R/M,R/M,0.07,0.63,0.83,47.4,47.6,-0.200000000000003
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.05,1.4,3.1,4.9,R/M,R/M,R/M,0.12,0.32,0.84,47.6,47.6,0
90.8L,Unmitigated ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,1.8,3.2,4.8,R,R/M,R/M,0,0.41,0.62,47.6,47.6,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.4,0.9,3.1,5,7.1,M,M,M,0.6,0.89,0.96,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.3,4.3,5.3,7.9,M,M,M,1.05,0.76,0.88,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.9,0.25,3.2,4.5,5.7,M,M,M,0.71,0.87,1.05,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Very Low ,0.2,0.7,2,3.3,4.7,M,M,M,0.3,0.67,0.99,45,45,0
90.8R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.6,2.3,3.1,4.2,M,M,M,0.5,0.75,1.05,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.7,0.35,2.5,4,4.5,M,M,M,0,0.21,0.65,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,12,Absent,None,None,0.7,0.25,3.2,4.4,5.4,M,M,M,0.08,0.19,0.6,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Very Low ,0.3,0.75,3.1,4.7,6.3,M,M,M,0.06,0.11,0.46,45,45,0
90.8R,Naturalized ,1/25/20013,2,0,0,3,0,0,0,0,Absent,None,Low,0.2,0.5,2.9,4.9,6.6,M,M,M,0,0.47,1.11,45,45,0
90.8R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,None,0.4,0.3,2.2,2.9,3.6,M,M,M,0.26,0.13,0.83,45,45,0
90.8R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,Low,0.25,0.65,2.9,4.4,5,M,M,M,0.05,0.34,0.99,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.1,0.95,1.7,4,6.2,M,M,M,0.33,0.9,1.15,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.25,0.7,3.6,5.7,9,M,M,M,0.48,0.68,0.82,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.7,2.8,5.3,7.7,M,M,M,0.78,0.88,0.91,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,1,Absent,None,Very Low ,0.1,0.85,3.1,4.8,6.1,M,M,M,0.1,0.63,1.37,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.1,0.95,3.1,5.1,6.6,M,M,M,0.35,0.89,1.19,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.85,1.8,3.1,4.9,M,M,M,0.08,0.36,1.07,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.25,0.7,2.6,7.3,10.2,M,M,M,0.28,0.65,1.44,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.6,0.1,2.7,7.6,11.6,M,M,M,0.02,1.06,1.21,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.5,2.1,7.2,10.8,M,M,M,0.17,0.76,1.15,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,0.5,0.5,2.5,5.6,8.1,M,M,M,0.15,0.5,1.21,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,Low,0.1,0.55,2.1,4.2,7.4,M,M,M,0.3,0.66,1.28,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.6,0.5,5.3,7.7,11.1,M,M,M,0.11,0.4,0.9,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.5,1.3,6.6,9.2,M,M,M,0.25,0.84,0.9,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0.5,1.7,5.5,10,M,M,M,0.2,0.49,1.14,45,45,0
90.8R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,1,Absent,None,Low,0.5,0.5,3.6,7.1,10.8,M,M,M,0.17,1.25,1.38,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.95,3,9.6,10.4,M,M,M,0.08,0.37,1.58,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.9,5.2,7.6,12.3,M,M,M,0.03,0.62,1.13,45,45,0
90.8R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.85,4.9,7.8,13.2,M,M,M,0.07,1.49,1.72,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High,0.1,1,2,4,8.5,M,M,M,0.27,1.18,1.51,45,45,0
90.8R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.1,0.8,1.5,3,9.2,M,M,M,0.12,0.66,0.98,45,45,0
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low ,Very Low ,NA,NA,1.9,2.2,3.1,M,M,M,0.15,0.26,0.47,48,47.5,0.5
91.9R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,0,Absent,Low,Low ,NA,NA,1.7,2.5,3.6,M,M,M,0.03,0.07,0.25,47.8,47.5,0.299999999999997
