Site,Design type,Date,CHNF,CHNJ,BASS,SASQ,MYKISS,STB,DSM,ISS,Shade,EmergVegDensity,EmergWMDensity,TerrVeg,TerrWM,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15,TempF,MidChannelTempF,DiffF
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,NA,NA,1,3,4.9,R,R,R,-0.06,-0.16,-0.07,62.5,62.3,0.200000000000003
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.7,3.2,5.2,R,R,R,-0.01,-0.15,-0.02,62.5,62.3,0.200000000000003
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.9,3,4.4,R,R,R/M,0.35,0.33,0.45,62.5,62.3,0.200000000000003
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.4,3.1,5,R,R,R,0.05,0.43,0.53,62.6,62.3,0.300000000000004
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.4,3.3,4.7,R,R,R,0.15,0.25,0.43,62.6,62.3,0.300000000000004
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.2,2.8,5,R,R,R/M,-0.03,0.23,0.5,62.6,62.3,0.300000000000004
47.9R,Slope,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1,2.6,4.3,R,R,R/M,-0.05,0.44,0.53,62.6,62.3,0.300000000000004
50.2L,NoBench,4/3/2013,0,2,1,0,0,0,0,0,Absent,Very Low,None,NA,NA,2.4,3.6,5.5,R,R/M,R/M,-0.04,0.35,0.63,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,3,1,0,0,0,0,0,Absent,Very Low,Very Low,NA,NA,2.5,4.3,7.2,R,R/M,R/M,0.27,0.54,0.56,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.6,4.4,6.2,R/M,R/M,R/M,0.09,0.23,0.4,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.4,3.3,5.5,R/M,R/M,R/M,0.04,0.07,0.4,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.3,3.1,6.4,R/M,R/M,M,0.11,0.56,0.6,63,62.2,0.799999999999997
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.3,3.1,5.6,R/M,R/M,R/M,0.15,0.55,0.64,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,1,1,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.4,2.6,3.8,R/M,R/M,R/M,0.14,0.36,0.62,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.2,2.8,4.9,R/M,R/M,R/M,0.17,0.41,0.66,62.8,62.2,0.599999999999994
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.7,3.9,6.1,R,R,R,0.14,0.36,0.6,62.7,62.2,0.5
50.2L,NoBench,4/3/2013,1,0,1,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.5,5,7.3,R,R,R/M,0.29,0.47,0.63,62.7,62.2,0.5
50.2L,NoBench,4/3/2013,0,2,1,0,0,0,0,0,Absent,None,Low,NA,NA,3.4,6,8.5,R/M,R/M,R/M,0.35,0.44,0.71,62.5,62.2,0.299999999999997
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,3.4,6.4,8.2,R,R/M,R/M,0.12,0.3,0.47,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.2,4.2,6.6,R,R/M,R/M,0.05,0.21,0.55,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,2.9,4.8,6,R/M,M,M,0.12,0.45,0.62,63,62.2,0.799999999999997
50.2L,NoBench,4/3/2013,0,1,1,1,0,0,0,0,Absent,None,Very Low,NA,NA,2.4,3.2,5.5,R/M,M,M,0.12,0.47,0.43,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,2.6,4.4,M,M,M,0.01,0.24,0.29,62.9,62.2,0.699999999999996
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1.8,2.3,2.6,R,M,M,0.05,0.13,0.22,63,62.2,0.799999999999997
50.2L,NoBench,4/3/2013,0,9,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.8,2.6,4.4,R,M,M,0.01,0.17,0.35,63,62.2,0.799999999999997
50.2L,NoBench,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,2.1,5.6,7.6,R/M,R/M,R/M,0.02,0.35,0.58,62.8,62.2,0.599999999999994
50.2L,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.7,5.7,7.4,R/M,M,M,0.37,0.64,0.9,62.9,62.2,0.699999999999996
50.3R,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,High,NA,NA,0.7,1.5,1.5,M,M,M,0,0.01,0.16,63.4,62.8,0.600000000000002
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Medium,NA,NA,0.5,1.5,1.8,M,M,M,0.29,-0.02,0.02,63.4,62.8,0.600000000000002
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,High,NA,NA,2.2,2.9,3.6,M,M,M,0.02,0.41,0.49,63,62.8,0.200000000000003
50.3R,Naturalized ,4/3/2013,0,0,0,1,0,0,0,0,Absent,None,Very High,NA,NA,1.2,1.5,1.9,M,M,M,0.18,0.27,0.16,63,62.8,0.200000000000003
50.3R,Naturalized ,4/3/2013,0,0,0,1,0,0,0,0,Absent,None,High,NA,NA,0.7,1.2,1.6,M,M,M,0.07,0.23,0.35,63.1,62.8,0.300000000000004
50.3R,Naturalized ,4/3/2013,0,2,0,0,0,0,0,0,Absent,None,Very High,NA,NA,1.9,2.1,2.6,M,M,M,0.13,0.27,0.37,62.5,62.8,-0.299999999999997
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,High,NA,NA,0.7,1.3,1.7,M,M,M,0.06,0.13,0.13,62.5,62.8,-0.299999999999997
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very High,NA,NA,2.6,4.9,7.9,M,M,M,0.1,0.23,0.25,62.5,62.8,-0.299999999999997
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,High,NA,NA,1.3,1.6,2.1,M,M,M,0.01,0.1,0.11,62.6,62.8,-0.199999999999996
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Present,None,High,NA,NA,1.2,1.7,2.1,M,M,M,0.05,0.06,0.02,62.2,62.8,-0.599999999999994
50.3R,Naturalized ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,High,NA,NA,1.4,1.8,2.2,M,M,M,-0.02,-0.07,-0.08,62.4,62.8,-0.399999999999999
50.3R,Naturalized ,4/3/2013,0,2,0,0,0,0,0,0,Absent,None,Medium,NA,NA,1.9,2.4,3.5,M,M,M,-0.18,-0.17,-0.15,62.3,62.8,-0.5
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very High,NA,NA,5.1,9,14.6,M,M,M,0.03,0.03,-0.01,62.3,62.8,-0.5
50.3R,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,High,NA,NA,1.2,1.8,2.1,M,M,M,0.01,0.3,0.4,62.7,62.8,-0.099999999999994
56.0R,Unmitigated ,4/3/2013,0,1,0,0,0,1,0,0,Absent,None,None,NA,NA,2.7,5,7.4,R,R/M,R/M,0.4,0.47,0.65,63.4,63.4,0
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.8,4.6,7.7,R,R,R/M,0.32,0.56,0.72,63.4,63.4,0
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3,4.2,7.9,R,R,R/M,0.09,0.27,0.46,63.3,63.4,-0.100000000000001
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.7,5.1,7.5,R,R,R/M,-0.01,0.2,0.59,63.3,63.4,-0.100000000000001
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.8,4.5,7,R,R/M,R/M,0.03,0.46,0.57,63.3,63.4,-0.100000000000001
56.0R,Unmitigated ,4/3/2013,0,1,0,1,0,0,0,0,Absent,None,None,NA,NA,3,5.3,8.4,R,R/M,R/M,0.12,0.36,0.33,63.3,63.4,-0.100000000000001
56.0R,Unmitigated ,4/3/2013,0,2,0,0,0,0,0,0,Absent,None,None,NA,NA,3.2,5.4,8.1,R,R/M,R/M,0.17,0.32,0.62,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3.3,4.4,8.4,R,R/M,R/M,0.13,0.18,0.41,63.2,63.4,-0.199999999999996
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.7,5,7.9,R,R/M,R/M,-0.1,-0.03,0.33,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,3.5,7.6,R,R,R/M,0.19,0.52,0.89,63.2,63.4,-0.199999999999996
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3.4,4.5,8.6,R,R,R/M,0.57,0.73,1.01,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,5.7,9,R,R,R/M,0.41,0.61,0.72,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,2,0,0,0,0,0,Absent,None,None,NA,NA,2.5,5.1,7.6,R,R/M,R/M,0.16,0.3,0.63,62.9,63.4,-0.5
56.0R,Unmitigated ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,3.2,4.8,7.6,R,R/M,R/M,-0.04,0.24,0.71,62.9,63.4,-0.5
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.9,4.3,6.3,R,R,R/M,0.04,0.53,0.89,62.9,63.4,-0.5
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3.2,4.8,7.1,R,R,R/M,0.26,0.57,0.56,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.7,4.4,6.2,R,R,R/M,0.36,0.46,0.7,63.1,63.4,-0.299999999999997
56.0R,Unmitigated ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,3,4.7,7.5,R,R/M,R/M,0.04,0.47,0.67,63,63.4,-0.399999999999999
56.0R,Unmitigated ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3.1,5,7.6,R,R,R/M,0.24,0.39,0.68,63.1,63.4,-0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.4,2,2.6,M,M,M,0.02,0.28,0.47,61.1,61,0.100000000000001
69.1L ,Naturalized ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,Low,NA,NA,1.3,1.8,2.2,M,M,M,0,0.26,0.6,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Medium,NA,NA,1,1.6,2.1,M,M,M,0,0.58,0.69,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.4,1.9,2.4,M,M,M,0.07,0.68,0.85,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,1,0,2,0,0,0,0,Absent,Very Low,Very Low,NA,NA,2,2.7,3.4,M,M,M,0.98,0.73,0.97,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.8,2.2,2.7,M,M,M,0.54,0.73,1.03,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.9,2.4,2.7,M,M,M,0.44,0.6,1.04,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.2,1.8,2.4,M,M,M,0.02,0.41,0.76,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.3,1.8,2.3,M,M,M,-0.05,0.59,0.6,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1,1.8,2.3,M,M,M,0.11,0.4,0.66,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,None,NA,NA,1,1.6,2.2,M,M,M,0.05,0.11,-0.22,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.4,2.1,2.6,M,M,M,-0.1,0.14,0.17,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.5,2,2.5,M,M,M,0.05,0.23,0.52,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1.5,2,2.5,M/V,M,M,0.71,0.64,0.77,61.4,61,0.399999999999999
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.1,1.9,2.4,M,M,M,0.16,0.55,0.83,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.2,2,2.4,M,M,M,0.18,0.41,1.06,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,None,NA,NA,0.9,1.8,2.3,M,M,M,-0.01,0.11,0.31,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,2,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1,2.1,2.6,M,M,M,0.03,-0.1,-0.03,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.1,2,2.4,M,M,M,-0.15,0.98,0.98,61.3,61,0.299999999999997
69.1L ,Naturalized ,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,Low,NA,NA,0.9,2.1,2.6,M,M,M,0.64,1.08,0.88,61.2,61,0.200000000000003
69.1L ,Naturalized ,4/3/2013,0,3,1,0,0,0,0,0,Absent,None,None,NA,NA,1.4,2.2,3.6,M,M,M,-0.04,0.08,0.18,61.4,61,0.399999999999999
69.1L ,Naturalized ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,2.4,4.1,6.3,M,M,M,-0.18,0,-0.13,61.2,61,0.200000000000003
69.9R,NoBench,4/3/2013,0,2,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.3,3.6,5.9,R,R/M,R/M,0.09,0.23,0.79,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3,4,6.8,R,R,R/M,0.12,0.68,1.03,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,2,0,0,0,0,0,Absent,None,None,NA,NA,2.6,3,4,R,R/M,R/M,0.09,0.29,0.77,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.6,3.3,4.2,R/M,R/M,R/M,0.35,0.36,0.48,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,1,2,0,0,0,0,0,Absent,None,None,NA,NA,2.7,4.4,5.6,R/M,R/M,R/M,-0.09,0.14,0.39,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2.4,4,6,R/M,R/M,R/M,-0.14,-0.38,-0.16,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,1,1,0,0,0,0,Absent,None,Low,NA,NA,1.6,3.6,5.3,R,R/M,R/M,-0.01,0.91,1.11,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,3,0,0,0,0,0,Absent,None,None,NA,NA,2,3,4,R,R/M,R/M,0.22,0.74,1.02,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,2,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.1,4.1,4.4,R,R/M,R/M,0.49,0.52,0.64,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,2,0,0,0,0,0,Absent,Low,Low,NA,NA,1.9,3.6,3.9,R,R/M,R/M,0.24,0.59,0.6,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,1.7,3,3.4,R/M,M,M,0.12,-0.12,0.11,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,0,3,1,0,0,0,0,Absent,None,None,NA,NA,2,3,3.4,R,R/M,R/M,-0.17,-0.46,-0.37,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,0,1,3,0,0,0,0,Absent,None,Medium,NA,NA,1.7,2.7,3,R/M,R/M,R/M,-0.01,-0.09,-0.16,61.9,61.4,0.5
69.9R,NoBench,4/3/2013,0,1,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.6,2.2,3.4,R,R/M,R/M,-0.02,-0.04,-0.19,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,6,5,0,0,0,0,0,Absent,None,None,NA,NA,1.8,3.9,6.6,R,R/M,R/M,0.8,0.55,-0.17,61.7,61.4,0.300000000000004
69.9R,NoBench,4/3/2013,0,1,1,0,0,0,0,0,Absent,None,None,NA,NA,2.1,3.8,6,R,R,R/M,-0.06,0.23,1.02,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,4,1,0,0,0,0,0,Absent,None,None,NA,NA,1.4,2.9,4.5,R,R,R/M,-0.04,0.26,0.78,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,1,1,0,0,0,0,0,Absent,None,Very Low,NA,NA,1.1,2.5,3.8,R,R/M,R/M,0.14,0.49,0.73,61.8,61.4,0.399999999999999
69.9R,NoBench,4/3/2013,0,0,3,0,0,0,0,0,Absent,None,None,NA,NA,1.6,3,6,R,R/M,R/M,0.2,0.44,0.66,61.9,61.4,0.5
69.9R,NoBench,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,Very Low,NA,NA,2.2,3.7,4.7,R,R,R/M,-0.04,0.3,0.51,61.9,61.4,0.5
72.2R,Bench ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,1.8,3.9,5.7,R,R/M,R/M,0.85,1.18,1.52,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,NA,NA,2.9,4.8,6.4,R,R/M,R/M,0.28,0.77,1.47,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,1,0,0,1,0,0,Absent,None,Low ,NA,NA,2,3.9,6.2,R,R/M,R/M,0.47,0.98,1.78,61.7,61.3,0.400000000000006
72.2R,Bench ,4/3/2013,0,0,2,0,0,0,0,0,Absent,None,Very Low ,NA,NA,2,3.9,6,R,R,R/M,0.95,1.84,1.86,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.9,3.9,5.8,R,R,R,0.39,1.64,1.93,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,Low,NA,NA,2.3,3.8,6.2,R,R,R/M,0.85,1.77,2.16,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Low,None,NA,NA,2.3,3.6,6.8,R,R,R,1.27,1.53,2,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,1,0,0,0,0,0,Absent,None,None,NA,NA,2.3,3.8,5.7,R,R,R/M,0.34,0.88,1.27,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,3,0,0,0,0,0,0,Absent,Very Low,Very Low,NA,NA,2.1,4.4,7,R,R/M,R/M,-0.08,1.14,1.36,61.7,61.3,0.400000000000006
72.2R,Bench ,4/3/2013,0,1,1,0,0,0,0,0,Absent,None,None,NA,NA,1.8,3.7,6.5,R,R/M,R/M,0.64,1.15,1.61,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,1,1,0,0,0,0,Absent,Medium,None,NA,NA,1.8,3.5,5.3,R,R/M,R/M,0.76,0.8,1.11,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Medium,None,NA,NA,1.7,3.9,6,R,R/M,M,0.54,0.64,1.08,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,3,1,0,0,0,0,Absent,Low,None,NA,NA,2,3.8,5.3,R,R/M,M,-0.11,0.28,0.64,61.7,61.3,0.400000000000006
72.2R,Bench ,4/3/2013,0,0,0,1,0,0,0,0,Absent,Low,None,NA,NA,2,3.7,4.7,R,R/M,R/M,0.02,0.67,1.11,61.7,61.3,0.400000000000006
72.2R,Bench ,4/3/2013,0,0,1,0,0,0,0,0,Absent,Low,None,NA,NA,2,3.6,4.9,R,R/M,R/M,0.43,0.86,1.3,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1.6,4,5.2,R,R/M,R/M,0.55,0.96,1.42,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,1,0,0,0,0,0,0,Absent,Very Low ,None,NA,NA,2.1,3.9,6.2,R,R/M,R/M,0.51,0.82,1.17,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,1,3,0,0,0,0,0,Absent,None,None,NA,NA,2.3,4.7,8,R,R/M,R/M,-0.11,0.84,1.2,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.7,3.3,5,R,R,R/M,0.73,0.98,1.54,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Low,None,NA,NA,1.9,3.4,6.8,R,R,R/M,0.62,0.64,1.03,61.8,61.3,0.5
72.2R,Bench ,4/3/2013,0,0,0,0,0,0,0,0,Absent,Low,None,NA,NA,1.9,4.1,7.1,R,R,R/M,0.48,1.01,1.21,61.8,61.3,0.5
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.8,4.1,6.2,M,M,M,0.11,0.3,0.74,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,1,2,0,0,0,0,Absent,None,Very Low,NA,NA,1.6,3.4,4.6,M,M,M,0.18,0.36,0.57,68.2,67.3,0.900000000000006
69.1L ,Naturalized ,4/22/2013,0,1,0,0,0,0,0,0,Absent,None,Low,NA,NA,2,6.3,7.5,M,M,M,0.4,0.64,1.21,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.1,3.4,3.6,M,M,M,0.51,1.22,1.46,68.2,67.3,0.900000000000006
69.1L ,Naturalized ,4/22/2013,0,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2.6,4,5,M,M,M,0.45,0.78,1,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,4.3,5.7,M,M,M,0.31,0.59,0.76,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,4.3,5.3,M,M,M,0.51,0.86,0.93,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,3.6,4.6,M,M,M,0.66,0.94,0.98,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,4,5.1,M,M,M,0.12,0.34,0.71,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2,4.6,6.2,M,M,M,0.12,0.09,0.49,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,NA,NA,2,4.7,6.3,M,M,M,0.28,0.56,1.18,68.2,67.3,0.900000000000006
69.1L ,Naturalized ,4/22/2013,0,1,0,0,0,0,0,0,Absent,None,None,NA,NA,1.1,4,5.8,M,M,M,0.11,1.14,1.27,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.4,4,4.4,M,M,M,0.56,0.99,1.22,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2,4.1,5.2,M,M,M,0.61,0.69,0.86,68.2,67.3,0.900000000000006
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.7,2,2.6,M,M,M,0.07,0.55,0.6,68.1,67.3,0.799999999999997
69.1L ,Naturalized ,4/22/2013,0,1,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.8,3.7,5.5,M,M,M,0.47,0.61,1.01,68.2,67.3,0.900000000000006
69.1L ,Naturalized ,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.6,3.6,4.6,M,M,M,0.23,0.37,0.45,68.1,67.3,0.799999999999997
69.9R,NoBench,4/22/2013,0,0,1,0,0,0,0,0,Absent,None,Low,NA,NA,1.2,4,4.6,M,M,M,0.11,0.42,0.35,67.1,67,0.099999999999994
69.9R,NoBench,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,2.6,4.3,3.4,M,R/M,R/M,0.23,0.59,0.04,67,67,0
69.9R,NoBench,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,2.4,3.6,2.6,M,R/M,R/M,0.23,0.28,0.19,67,67,0
69.9R,NoBench,4/22/2013,0,0,1,0,0,0,0,0,Absent,None,Low,NA,NA,2.6,5.5,6,R/M,R/M,R/M,0.27,0.74,0.81,67,67,0
69.9R,NoBench,4/22/2013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,3,4,4,R/M,R/M,R/M,0.05,0.41,0.67,67,67,0
