"veg","distance","area","lat_dist","wood","fine","gravel","cobble","rock","shade_1","shade_2","shade_3","shade_4","shade_5","shade_6","shade_7","shade_8","shade_9","shade_10","shade_11","shade_12"
0.04,6800,13956.0161678344,500,0.17,0,0,0,0,0.71,0.64,0.59,0.57,0.56,0.56,0.56,0.56,0.58,0.62,0.69,0.73
0.48,6800,6009.75543160737,-500,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0.01,6900,13659.0226772428,500,0.05,0,0,0,0,0.47,0.39,0.32,0.28,0.25,0.23,0.24,0.26,0.3,0.36,0.44,0.5
0.48,6900,6304.90679243207,-500,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,7000,12492.4700440168,500,0.01,0,0,0,0,0.26,0.19,0.12,0.07,0.05,0.04,0.04,0.06,0.1,0.16,0.24,0.28
0.48,7000,7475.14306515455,-500,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,7100,11575.19290407,500,0,0,0,0,0,0.11,0.05,0.01,0,0,0,0,0,0.01,0.04,0.09,0.14
0.39,7100,8393.94184745848,-500,0.07,0,0,0,0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.05,7200,9083.50214731693,-500,0.01,0,0,0,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
0,7200,10885.6759685427,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7300,9643.58950382471,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7300,10325.5118809044,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7400,10085.3804164082,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7400,9883.73093833029,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7500,10407.8447263986,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7500,9561.28831617534,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7600,10628.2748748064,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7600,9340.81978805363,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7700,10834.7405946851,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7700,9134.16770318151,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7800,10845.365654543,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7800,9123.62057001889,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7900,9050.88354338706,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7900,10918.1281759292,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8000,11020.0218634605,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8000,8949.02593328059,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8100,11149.0256663412,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8100,8820.06179717183,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,8686.86073373258,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,11282.2117598355,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8300,8581.18224005401,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8300,11387.899870798,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8400,11492.1510533243,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8400,8476.5845913887,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8500,11662.2617651671,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8500,8306.11880078912,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8600,11408.5495597273,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8600,8560.76880122721,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8700,12456.2325738519,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8700,7512.04050497711,500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8800,10053.5476813167,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,8800,9915.28250431269,500,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,200,10132.2584255636,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,200,9836.85100255907,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,300,10290.162024796,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,300,9678.94477257133,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,400,10429.7729728967,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,400,9539.30530270934,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,500,10555.3426498622,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,500,9413.71096879244,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600,10678.4686912149,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600,9290.57528583705,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,700,10817.4931860864,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,700,9151.5348777324,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,800,10947.5432872176,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,800,9021.47943489254,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,900,11051.5582333356,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,900,8917.47813333571,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,11122.9713846743,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,8846.099377051,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1100,11163.7156039476,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1100,8805.36708687246,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,11184.1459812671,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,8784.93370547891,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1300,11184.4392655939,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1300,8784.64734524488,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1400,11171.1237509698,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1400,8797.90753413737,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1500,11136.6565264612,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1500,8832.31538175046,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1600,11149.0274765491,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1600,8819.82742150128,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1700,10997.2071144581,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1700,8971.7733527422,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1800,10857.5582818389,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1800,9111.52736635506,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1900,10758.0748886317,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1900,9211.04426799715,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2000,10690.2067935169,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2000,9278.91683232784,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2100,10668.638135463,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2100,9300.48525443673,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2200,10685.171431154,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2200,9283.9358869195,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2300,10737.2210380435,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2300,9231.86586546898,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,2400,10816.9464148283,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2400,9152.09010767937,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21,2500,10937.3316989392,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2500,9031.60761280358,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2600,10908.5568115711,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2600,9060.46969644725,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2700,10906.4524649382,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2700,9062.62061688304,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2800,10857.0541590005,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2800,9112.0629568249,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2900,10746.6724179834,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2900,9222.45245350897,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3000,10557.3833020777,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3000,9411.7257656157,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3100,9696.80334876478,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3100,10272.2815906256,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3200,10081.5288865417,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3200,9887.57438626885,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3300,9389.70917488635,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3300,10579.3665962666,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3400,11178.8943980038,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3400,8789.89540275931,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3500,11537.9607732594,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3500,8430.81954015791,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3600,11745.4554140419,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3600,8223.51605989039,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3700,11676.768399924,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3700,8292.27395749092,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3800,11307.6769858301,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3800,8661.38814672828,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3900,9294.9506817162,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3900,10674.02851367,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4000,10174.2069374025,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4000,9794.79946686327,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4100,11261.6674772948,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4100,8706.9404052645,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4200,12184.8832829893,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4200,7783.40667025745,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4300,13064.6182157099,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4300,6903.27589048445,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4400,13822.9399991482,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4400,6143.6330781132,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4500,14412.673454091,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4500,5552.71317796409,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4600,14800.9165319353,-600,0.07,0,0,0,0,0.12,0.12,0.12,0.14,0.15,0.16,0.16,0.14,0.12,0.12,0.12,0.12
0,4600,5162.44130676985,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,4700,15336.0907873511,-600,0.13,0,0,0,0,0.43,0.43,0.4,0.39,0.38,0.38,0.38,0.39,0.39,0.42,0.43,0.43
0,4700,4623.04663525522,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,4800,15085.540089488,-600,0.13,0,0,0,0,0.46,0.45,0.44,0.43,0.42,0.41,0.42,0.42,0.43,0.44,0.46,0.46
0,4800,4875.35654121637,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4900,14654.3576151505,-600,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
0,4900,5310.00622881949,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5000,14218.9012179077,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5000,5746.85697279125,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5100,13648.0028044954,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5100,6318.94381564856,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5200,6965.13737246394,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5200,13002.8962604031,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5300,7587.2886903584,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5300,12380.6988847703,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5400,8076.70490304381,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5400,11891.5220275447,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5500,8803.92678148672,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5500,11165.1610534675,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5600,9226.76597253606,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5600,10742.3868604451,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5700,9638.6878076084,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5700,10330.4301899783,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5800,10083.0761541091,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5800,9886.03387351334,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5900,10581.6463053487,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5900,9387.50799858198,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6000,11132.5349212177,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6000,8836.60906628519,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6100,11716.7691569328,600,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0.01,0.02,0.03
0.05,6100,8252.16409192979,-600,0.05,0,0,0,0,0.11,0.11,0.12,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.11,0.1
0,6200,12315.1257656589,600,0,0,0,0,0,0.09,0.05,0.03,0.01,0,0,0,0,0.02,0.04,0.08,0.1
0.04,6200,7653.25017239153,-600,0.08,0,0,0,0,0.29,0.3,0.3,0.31,0.31,0.32,0.31,0.31,0.31,0.3,0.29,0.29
0,6300,13101.1641614959,600,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.02
0.4,6300,6865.3986229822,-600,0.07,0,0,0,0,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
0,6400,13750.0690740943,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,6400,6214.94746489823,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0.48,6500,5667.46728378534,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,6500,14297.2320247442,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,6600,5182.73534710705,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,6600,14781.6599861458,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6700,14978.6647530049,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,6700,4985.11400043964,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,6800,14750.0443078429,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,6800,5214.73984920979,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,6900,14394.2093944103,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,6900,5569.27033260465,-600,0.09,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,7000,12994.0911051482,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36,7000,6973.29873050749,-600,0.07,0,0,0,0,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.8,0.8,0.8,0.8
0,7100,11893.2758375108,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,7100,8075.77456960082,-600,0.01,0,0,0,0,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09
0,7200,8903.27340684831,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7200,11065.8810771704,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7300,9575.39599391818,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7300,10393.7037615329,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7400,10105.5452597588,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7400,9863.56588608027,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7500,10492.4994464219,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7500,9476.63175414503,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7600,10757.0180785507,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7600,9212.07197441161,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7700,11004.7943929434,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7700,8964.10692319274,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7800,11017.5355956405,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7800,8951.44149422646,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7900,8864.15332776308,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7900,11104.8468867987,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8000,11227.1138498187,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8000,8741.91873364151,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8100,11381.9024871141,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8100,8587.15071286261,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,8427.29724112153,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,11541.7233412266,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8300,8300.4899213016,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8300,11668.5510782301,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8400,11793.6872635186,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8400,8175.00750924647,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8500,11997.85798648,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8500,7970.48642918468,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8600,11693.3019170761,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8600,8275.96500685811,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8700,12950.5571026504,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,8700,7017.5266200304,600,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8800,10067.3741990328,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,8800,9901.45598659664,600,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
